team_id,team,year,wins,losses,win_%,runs_scored,runs_allowed,pythag_win_estimate,model_pythag_win_%
201701,chn,2017,92,70,0.5679012345679012,821,694,0.5832434148987996,0.57577831919988
201910,was,2019,91,69,0.56875,856,716,0.5883577219060344,0.5804506007246355
201812,lan,2018,93,70,0.5705521472392638,804,609,0.635425052860669,0.6236154439223016
201713,ari,2017,93,69,0.5740740740740741,812,659,0.6028977025945822,0.5937509595227061
201630,bos,2016,93,69,0.5740740740740741,878,694,0.6154664196978891,0.6052710221019657
201730,bos,2017,93,69,0.5740740740740741,785,668,0.5800043107951535,0.5728206410107903
201529,tor,2015,93,69,0.5740740740740741,891,670,0.6387939628945084,0.6267187615958701
201918,cle,2019,92,68,0.575,763,646,0.582468971520333,0.575071061127672
201801,chn,2018,95,68,0.5828220858895705,761,645,0.581945764742058,0.5745932804642699
201618,cle,2016,94,67,0.5838509316770186,777,676,0.5691771039073069,0.5629417728195678
201610,was,2016,95,67,0.5864197530864198,763,612,0.6085095530216481,0.5988917813784265
201506,kca,2015,95,67,0.5864197530864198,724,641,0.5605818682711321,0.555106897745659
201808,mil,2018,96,67,0.588957055214724,754,659,0.5669302959621938,0.5608931234683944
201814,oak,2018,96,66,0.5925925925925926,812,674,0.5920726998437528,0.5838463718283197
201619,tex,2016,96,66,0.5925925925925926,765,756,0.5059169525943561,0.5053776660441194
201904,tba,2019,96,65,0.5962732919254659,766,648,0.5828740587686011,0.5754409977906902
201501,chn,2015,97,65,0.5987654320987654,689,608,0.5622091818305631,0.5565897883938202
201710,was,2017,97,65,0.5987654320987654,819,672,0.5976424361493123,0.5889406613895811
201922,atl,2019,97,64,0.6024844720496895,849,736,0.5709328418206142,0.5645429744787128
201525,pit,2015,98,64,0.6049382716049383,697,596,0.5776391902737731,0.5706617005248784
201914,oak,2019,96,62,0.6075949367088608,826,659,0.6110534437561181,0.6012236235044646
201527,sln,2015,100,62,0.6172839506172839,647,525,0.6029796869643377,0.5938260312744641
201815,nya,2018,100,62,0.6172839506172839,851,669,0.6180444492994311,0.6076368587456196
201707,hou,2017,101,61,0.6234567901234568,896,700,0.6209824135839903,0.6103342799905087
201926,min,2019,101,60,0.6273291925465838,935,749,0.6091200967652481,0.5994513471242037
201718,cle,2017,102,60,0.6296296296296297,818,564,0.6777861064403071,0.662808603848712
201807,hou,2018,103,59,0.6358024691358025,797,534,0.6901707474751865,0.6743473547092296
201601,chn,2016,103,59,0.6358024691358025,807,556,0.6781124236634266,0.6631121182261732
201915,nya,2019,103,58,0.639751552795031,942,733,0.6228632516128488,0.6120618560502125
201712,lan,2017,104,58,0.6419753086419753,770,580,0.6380071021198752,0.6259937445011776
201912,lan,2019,105,56,0.6521739130434783,877,613,0.6717882291697601,0.6572346071528037
201907,hou,2019,106,55,0.6583850931677019,912,635,0.6734938285900294,0.6588187616288986
201830,bos,2018,108,54,0.6666666666666666,876,647,0.6470368512249312,0.6343209647226655
